,Date,Platform Name,Campaign Name,Objective,Impressions,Clicks,Costs (USD),Purchase,Revenue (USD),Reach
31927,01/03/2021,Google Ads,Campaign 534,Conversions,3.45,1.15,0.046,0,0,1
31928,01/03/2021,Google Ads,Campaign 541,Reach,26.45,2.3,0.713,0,0,7
31929,01/03/2021,Google Ads,Campaign 546,Engagements,230,31.05,10.304,0,0,66
31930,01/03/2021,Google Ads,Campaign 548,Engagements,101.2,12.65,2.7715,0.01203475,3.195935295,29
31931,01/03/2021,Google Ads,Campaign 549,Conversions,8.05,1.15,2.208,0,0,2
31932,01/03/2021,Google Ads,Campaign 550,Conversions,327.75,33.35,9.683,0,0,95
31933,01/03/2021,Google Ads,Campaign 551,Conversions,24.15,1.15,0.3335,0,0,7
31934,01/03/2021,Google Ads,Campaign 625,Video Views,60302.55,875.15,42.711,0,0,17479
31935,01/03/2021,Snapchat,Campaign 61,Conversions,0,0,0,19.55,998.6239119,0
31936,01/03/2021,Snapchat,Campaign 66,Engagements,0,0,0,52.9,2727.065934,0
31937,01/03/2021,Snapchat,Campaign 67,Video Views,0,0,0,41.4,3247.054562,0
31938,01/03/2021,Snapchat,Campaign 68,Conversions,0,0,0,133.4,8148.487354,0
31939,01/03/2021,Snapchat,Campaign 69,Conversions,0,0,0,32.2,1507.89709,0
31940,01/03/2021,Snapchat,Campaign 70,Conversions,446542.7,1148.85,531.2463088,625.6,34914.17198,129432
31941,01/03/2021,Snapchat,Campaign 73,Reach,148805.4,394.45,210.1605025,179.4,10327.48377,43132
31942,02/03/2021,Facebook Ads,Campaign 290,Engagements,0,,0,18.4,1053.538,0
31943,02/03/2021,Facebook Ads,Campaign 291,Reach,0,,0,112.7,5722.193,0
31944,02/03/2021,Facebook Ads,Campaign 292,Conversions,0,,0,29.9,1789.239,0
31945,02/03/2021,Facebook Ads,Campaign 293,Conversions,0,,0,106.95,5975.009,0
31946,02/03/2021,Facebook Ads,Campaign 294,Conversions,1111333.55,1789.4,472.0405,370.3,19177.4,322125
31947,02/03/2021,Facebook Ads,Campaign 295,Reach,0,,0,41.4,1794.4715,0
31948,02/03/2021,Facebook Ads,Campaign 297,Conversions,377193.1,3487.95,861.304,94.3,4785.886,109331
31949,02/03/2021,Facebook Ads,Campaign 301,Conversions,1123658.1,15474.4,3244.2995,247.25,11754.7595,325698
31950,02/03/2021,Facebook Ads,Campaign 303,Engagements,285561.1,1496.15,704.2485,24.15,1155.382,82771
31951,02/03/2021,Facebook Ads,Campaign 304,Reach,310999.1,2754.25,697.36,69,4212.0705,90144
31952,02/03/2021,Facebook Ads,Campaign 305,Video Views,118999.7,619.85,478.722,24.15,908.7185,34492
31953,02/03/2021,Google Ads,Campaign 513,Conversions,46638.25,18689.8,841.3975,504.7122116,21313.18093,13518
31954,02/03/2021,Google Ads,Campaign 514,Video Views,5.75,3.45,0.2645,0,0,1
31955,02/03/2021,Google Ads,Campaign 515,Engagements,6803.4,1209.8,981.157,3.31609285,64.10616376,1972
31956,02/03/2021,Google Ads,Campaign 517,Conversions,21220.95,2820.95,460.782,20.81077375,769.6313732,6151
31957,02/03/2021,Google Ads,Campaign 518,Conversions,811.9,219.65,28.2325,7.04773015,845.5679431,235
31958,02/03/2021,Google Ads,Campaign 519,Conversions,4784,394.45,36.0985,3.45,236.0935977,1386
31959,02/03/2021,Google Ads,Campaign 520,Conversions,13511.35,3705.3,713.7015,54.8197525,2175.645864,3916
31960,02/03/2021,Google Ads,Campaign 523,Conversions,928.05,151.8,47.3455,1.725,31.08807641,269
31961,02/03/2021,Google Ads,Campaign 527,Reach,6486,856.75,283.222,4.11949665,45.34743211,1880
31962,02/03/2021,Google Ads,Campaign 528,Conversions,1634.15,139.15,76.1645,0,0,473
31963,02/03/2021,Google Ads,Campaign 529,Video Views,831264.85,11007.8,188.8875,34.2935359,1352.716471,240946
31964,02/03/2021,Google Ads,Campaign 530,Conversions,227866.75,3315.45,238.2672005,32.2428996,1110.132082,66048
31965,02/03/2021,Google Ads,Campaign 534,Conversions,277.15,52.9,25.2425,0,0,80
31966,02/03/2021,Google Ads,Campaign 541,Reach,910.8,109.25,40.296,0,0,264
31967,02/03/2021,Google Ads,Campaign 546,Engagements,6890.8,1079.85,430.307,3.5418137,129.8098555,1997
31968,02/03/2021,Google Ads,Campaign 547,Conversions,3.45,0,0,0,0,1
31969,02/03/2021,Google Ads,Campaign 548,Engagements,2149.35,266.8,59.823,2.3871585,90.38664967,623
31970,02/03/2021,Google Ads,Campaign 549,Conversions,503.7,23,22.379,0,0,146
31971,02/03/2021,Google Ads,Campaign 550,Conversions,9852.05,1072.95,253.2415,1.9967335,79.22655733,2855
31972,02/03/2021,Google Ads,Campaign 551,Conversions,936.1,57.5,30.6705,1.15,29.47819812,271
31973,02/03/2021,Google Ads,Campaign 625,Video Views,145510.65,1704.3,107.8585,3.45,82.25689606,42177
31974,02/03/2021,Snapchat,Campaign 61,Conversions,0,0,0,8.05,584.4435712,0
31975,02/03/2021,Snapchat,Campaign 66,Engagements,0,0,0,35.65,1931.835634,0
31976,02/03/2021,Snapchat,Campaign 67,Video Views,0,0,0,36.8,2128.517122,0
31977,02/03/2021,Snapchat,Campaign 68,Conversions,0,0,0,118.45,6850.740702,0
31978,02/03/2021,Snapchat,Campaign 69,Conversions,0,0,0,31.05,1587.411452,0
31979,02/03/2021,Snapchat,Campaign 70,Conversions,488132.45,1170.7,548.7019414,654.35,32996.75404,141487
31980,02/03/2021,Snapchat,Campaign 73,Reach,192711.25,472.65,262.9008779,273.7,14879.16382,55858
31981,03/03/2021,Facebook Ads,Campaign 290,Engagements,0,,0,5.75,321.6205,0
31982,03/03/2021,Facebook Ads,Campaign 291,Reach,0,,0,71.3,3620.085,0
31983,03/03/2021,Facebook Ads,Campaign 292,Conversions,0,,0,27.6,1082.334,0
31984,03/03/2021,Facebook Ads,Campaign 293,Conversions,0,,0,65.55,4357.534,0
31985,03/03/2021,Facebook Ads,Campaign 294,Conversions,1149305.4,2022.85,488.0485,303.6,17278.1405,333132
31986,03/03/2021,Facebook Ads,Campaign 295,Reach,0,,0,21.85,806.426,0
31987,03/03/2021,Facebook Ads,Campaign 297,Conversions,354078.1,3588,846.9290011,77.05,4086.7665,102631
31988,03/03/2021,Facebook Ads,Campaign 299,Conversions,479245.25,704.95,585.281,232.3,11665.899,138911
31989,03/03/2021,Facebook Ads,Campaign 300,Conversions,917.7,1.15,2.139,,0,266
31990,03/03/2021,Facebook Ads,Campaign 301,Conversions,1474060.8,17163.75,4292.3635,259.9,11061.1945,427264
31991,03/03/2021,Facebook Ads,Campaign 303,Engagements,326334.35,1437.5,715.2425,39.1,1938.1295,94589
31992,03/03/2021,Facebook Ads,Campaign 304,Reach,285595.6,2694.45,700.2004988,59.8,3076.0085,82781
31993,03/03/2021,Facebook Ads,Campaign 305,Video Views,109149.95,585.35,479.228,32.2,1202.946,31637
31994,03/03/2021,Google Ads,Campaign 513,Conversions,46558.9,18918.65,841.938,428.7837962,15622.70355,13495
31995,03/03/2021,Google Ads,Campaign 514,Video Views,9.2,2.3,0.115,0,0,2
31996,03/03/2021,Google Ads,Campaign 515,Engagements,8927.45,1281.1,952.384,7.36049105,560.1606359,2587
31997,03/03/2021,Google Ads,Campaign 517,Conversions,28990.35,2885.35,275.862,15.41857095,1054.276096,8403
31998,03/03/2021,Google Ads,Campaign 518,Conversions,1315.6,401.35,42.8605,12.4805222,418.6144312,381
31999,03/03/2021,Google Ads,Campaign 519,Conversions,4734.55,333.5,32.177,1.6092341,11.56664974,1372
32000,03/03/2021,Google Ads,Campaign 520,Conversions,17183.3,4226.25,901.6,66.0958935,3121.242823,4980
32001,03/03/2021,Google Ads,Campaign 523,Conversions,1091.35,163.3,62.7095,0.575,29.93789681,316
32002,03/03/2021,Google Ads,Campaign 527,Reach,6139.85,744.05,212.98,0.77813255,40.55566654,1779
32003,03/03/2021,Google Ads,Campaign 528,Conversions,1529.5,83.95,38.249,0.4420899,22.35404685,443
32004,03/03/2021,Google Ads,Campaign 529,Video Views,1062050.3,13514.8,219.604,49.07528515,2229.922021,307840
32005,03/03/2021,Google Ads,Campaign 530,Conversions,264171.1,3654.7,235.038081,38.06499655,1967.769466,76571
32006,03/03/2021,Google Ads,Campaign 534,Conversions,479.55,55.2,34.3045,0,0,139
32007,03/03/2021,Google Ads,Campaign 541,Reach,908.5,94.3,27.9795,0,0,263
32008,03/03/2021,Google Ads,Campaign 546,Engagements,7387.6,1093.65,365.0215,3.45,146.6391206,2141
32009,03/03/2021,Google Ads,Campaign 548,Engagements,2159.7,256.45,78.315,0.2977235,39.9343507,626
32010,03/03/2021,Google Ads,Campaign 549,Conversions,664.7,54.05,45.103,1.15720935,52.19972045,192
32011,03/03/2021,Google Ads,Campaign 550,Conversions,9398.95,934.95,190.2905,2.0824982,76.40103835,2724
32012,03/03/2021,Google Ads,Campaign 551,Conversions,905.05,54.05,24.932,0,0,262
32013,03/03/2021,Google Ads,Campaign 625,Video Views,143433.75,1411.05,85.974,8.05,658.5363016,41575
32014,03/03/2021,Google Ads,Campaign 626,Conversions,55695.65,525.55,281.2325,0,0,16143
32015,03/03/2021,Snapchat,Campaign 61,Conversions,0,0,0,9.2,304.9727539,0
32016,03/03/2021,Snapchat,Campaign 66,Engagements,0,0,0,42.55,2278.479864,0
32017,03/03/2021,Snapchat,Campaign 67,Video Views,0,0,0,21.85,823.6343711,0
32018,03/03/2021,Snapchat,Campaign 68,Conversions,0,0,0,101.2,5687.084913,0
32019,03/03/2021,Snapchat,Campaign 69,Conversions,0,0,0,14.95,799.7261403,0
32020,03/03/2021,Snapchat,Campaign 70,Conversions,473336.55,1117.8,529.7961266,519.8,27901.44241,137199
32021,03/03/2021,Snapchat,Campaign 73,Reach,183637.75,418.6,254.2535909,259.9,13687.63821,53228
32022,04/03/2021,Facebook Ads,Campaign 290,Engagements,0,,0,6.9,218.937,0
32023,04/03/2021,Facebook Ads,Campaign 291,Reach,0,,0,46,1903.894,0
32024,04/03/2021,Facebook Ads,Campaign 292,Conversions,0,,0,19.55,1193.0905,0
32025,04/03/2021,Facebook Ads,Campaign 293,Conversions,0,,0,36.8,1530.7075,0
32026,04/03/2021,Facebook Ads,Campaign 294,Conversions,1177670.15,1910.15,480.4815012,280.6,17931.927,341353
32027,04/03/2021,Facebook Ads,Campaign 295,Reach,0,,0,9.2,442.5315,0
32028,04/03/2021,Facebook Ads,Campaign 297,Conversions,321977,3136.05,847.274,60.95,3257.7315,93326
32029,04/03/2021,Facebook Ads,Campaign 299,Conversions,1026312.9,1290.3,1433.0265,851,43828.1215,297482
32030,04/03/2021,Facebook Ads,Campaign 300,Conversions,0,,0,,0,0
32031,04/03/2021,Facebook Ads,Campaign 301,Conversions,1648504.3,16043.65,4661.133999,266.8,13276.0945,477827
32032,04/03/2021,Facebook Ads,Campaign 303,Engagements,365804.65,1509.95,718.612,48.3,3032.182,106030
32033,04/03/2021,Facebook Ads,Campaign 304,Reach,272918,2580.6,708.6415,66.7,3008.1815,79106
32034,04/03/2021,Facebook Ads,Campaign 305,Video Views,100892.95,560.05,471.3735,36.8,1846.4975,29244
32035,04/03/2021,Google Ads,Campaign 513,Conversions,40210.9,16346.1,828.0115,328.329439,13260.81736,11655
32036,04/03/2021,Google Ads,Campaign 514,Video Views,12.65,4.6,0.5635,0,0,3
32037,04/03/2021,Google Ads,Campaign 515,Engagements,8422.6,1161.5,816.6035,6.1329431,290.3044194,2441
32038,04/03/2021,Google Ads,Campaign 517,Conversions,27203.25,2824.4,263.166,22.7220841,1028.356291,7885
32039,04/03/2021,Google Ads,Campaign 518,Conversions,1559.4,489.9,59.6735,10.242475,186.6067466,452
32040,04/03/2021,Google Ads,Campaign 519,Conversions,4174.5,281.75,26.657,0,0,1210
32041,04/03/2021,Google Ads,Campaign 520,Conversions,17859.5,4738,966.115,33.1206831,1740.23151,5176
32042,04/03/2021,Google Ads,Campaign 523,Conversions,1033.85,171.35,83.0185,2.3,52.4373144,299
32043,04/03/2021,Google Ads,Campaign 527,Reach,6730.95,785.45,206.5055,1.15,17.51371352,1951
32044,04/03/2021,Google Ads,Campaign 528,Conversions,1689.35,104.65,44.091,0,0,489
32045,04/03/2021,Google Ads,Campaign 529,Video Views,1025156,12587.9,204.0323916,28.24221865,1085.132045,297146
32046,04/03/2021,Google Ads,Campaign 530,Conversions,254649.1,3552.35,195.6092419,28.47026825,1924.235862,73811
32047,04/03/2021,Google Ads,Campaign 534,Conversions,533.6,54.05,25.461,1.87576615,118.0748077,154
32048,04/03/2021,Google Ads,Campaign 541,Reach,907.35,100.05,23.3565,0.55250945,26.25988483,263
32049,04/03/2021,Google Ads,Campaign 546,Engagements,9089.6,1319.05,428.6395,2.8526279,122.7494785,2634
32050,04/03/2021,Google Ads,Campaign 547,Conversions,1.15,0,0,0,0,0
32051,04/03/2021,Google Ads,Campaign 548,Engagements,2518.5,253,78.407,2.01320955,101.0429286,730
32052,04/03/2021,Google Ads,Campaign 549,Conversions,687.7,41.4,38.9735,0,0,199
32053,04/03/2021,Google Ads,Campaign 550,Conversions,9237.95,921.15,176.686,3.49962135,75.20901998,2677
32054,04/03/2021,Google Ads,Campaign 551,Conversions,1360.45,112.7,43.3205,0,0,394
32055,04/03/2021,Google Ads,Campaign 625,Video Views,169288.05,2065.4,89.32642135,12.65,1022.691873,49069
32056,04/03/2021,Google Ads,Campaign 626,Conversions,66639.05,532.45,239.154,0,0,19315
32057,04/03/2021,Snapchat,Campaign 61,Conversions,0,0,0,9.2,353.5001801,0
32058,04/03/2021,Snapchat,Campaign 66,Engagements,0,0,0,26.45,1455.735819,0
32059,04/03/2021,Snapchat,Campaign 67,Video Views,0,0,0,12.65,558.7226045,0
32060,04/03/2021,Snapchat,Campaign 68,Conversions,0,0,0,79.35,4025.011397,0
32061,04/03/2021,Snapchat,Campaign 69,Conversions,0,0,0,20.7,1134.084665,0
32062,04/03/2021,Snapchat,Campaign 70,Conversions,501696.7,1317.9,551.7982038,503.7,22401.91507,145419
32063,04/03/2021,Snapchat,Campaign 71,Conversions,1987916.45,0,1282.959482,78.2,5059.866278,576207
32064,04/03/2021,Snapchat,Campaign 73,Reach,200425.45,493.35,257.8808795,244.95,13163.87796,58094
32065,05/03/2021,Facebook Ads,Campaign 290,Engagements,0,,0,1.15,6.164,0
32066,05/03/2021,Facebook Ads,Campaign 291,Reach,0,,0,17.25,994.819,0
32067,05/03/2021,Facebook Ads,Campaign 292,Conversions,0,,0,2.3,94.622,0
32068,05/03/2021,Facebook Ads,Campaign 293,Conversions,0,,0,26.45,1106.438,0
32069,05/03/2021,Facebook Ads,Campaign 294,Conversions,1219761.3,1788.25,472.1785,185.15,8821.489,353554
32070,05/03/2021,Facebook Ads,Campaign 295,Reach,0,,0,10.35,335.018,0
32071,05/03/2021,Facebook Ads,Campaign 297,Conversions,305933.35,3295.9,864.3975,73.6,3431.163,88676
32072,05/03/2021,Facebook Ads,Campaign 299,Conversions,1082867.6,1417.95,1398.4,723.35,37699.3575,313874
32073,05/03/2021,Facebook Ads,Campaign 301,Conversions,1631468.2,14570.5,4753.663001,326.6,15470.444,472889
32074,05/03/2021,Facebook Ads,Campaign 303,Engagements,375326.65,1567.45,719.0949989,44.85,1647.03,108790
32075,05/03/2021,Facebook Ads,Campaign 304,Reach,285013.7,2446.05,700.2005,74.75,4171.487,82612
32076,05/03/2021,Facebook Ads,Campaign 305,Video Views,108465.7,550.85,475.295,32.2,1144.2845,31439
32077,05/03/2021,Google Ads,Campaign 513,Conversions,38104.1,15572.15,808.8985,347.5586131,12930.31705,11044
32078,05/03/2021,Google Ads,Campaign 514,Video Views,14.95,5.75,0.7705,0,0,4
32079,05/03/2021,Google Ads,Campaign 515,Engagements,7456.6,899.3,548.849,3.1723026,231.5526895,2161
32080,05/03/2021,Google Ads,Campaign 517,Conversions,25492.05,2603.6,256.91,12.7470071,723.2751458,7389
32081,05/03/2021,Google Ads,Campaign 518,Conversions,1466.25,439.3,42.4925,15.38113615,724.8623843,425
32082,05/03/2021,Google Ads,Campaign 519,Conversions,3376.4,217.35,17.135,0.6492003,43.54222554,978
32083,05/03/2021,Google Ads,Campaign 520,Conversions,12953.6,3302.8,523.0775,36.4556118,1665.788769,3754
32084,05/03/2021,Google Ads,Campaign 523,Conversions,872.85,195.5,70.38,2.63946045,70.10650874,253
32085,05/03/2021,Google Ads,Campaign 527,Reach,6253.7,749.8,179.6185,2.3,44.0760896,1812
32086,05/03/2021,Google Ads,Campaign 528,Conversions,1659.45,112.7,48.553,0,0,481
32087,05/03/2021,Google Ads,Campaign 529,Video Views,986382.6,11654.1,191.5007485,26.1864039,859.9911726,285908
32088,05/03/2021,Google Ads,Campaign 530,Conversions,276284.05,3773.15,225.6839062,29.13920715,1433.509485,80082
32089,05/03/2021,Google Ads,Campaign 534,Conversions,433.55,56.35,17.273,0.32460015,9.173707878,125
32090,05/03/2021,Google Ads,Campaign 541,Reach,810.75,75.9,20.838,0,0,235
32091,05/03/2021,Google Ads,Campaign 546,Engagements,7867.15,1097.1,323.196,3.05745785,108.0158505,2280
32092,05/03/2021,Google Ads,Campaign 548,Engagements,2235.6,261.05,64.561,2.3,74.28892452,648
32093,05/03/2021,Google Ads,Campaign 549,Conversions,668.15,36.8,18.0895,0,0,193
32094,05/03/2021,Google Ads,Campaign 550,Conversions,6334.2,572.7,86.411,0.80590735,23.50854936,1836
32095,05/03/2021,Google Ads,Campaign 551,Conversions,3737.5,256.45,81.2705,2.5977235,173.491356,1083
32096,05/03/2021,Google Ads,Campaign 625,Video Views,135875.95,1577.8,65.94887405,8.05,389.3501111,39384
32097,05/03/2021,Snapchat,Campaign 61,Conversions,0,0,0,8.05,399.5910646,0
32098,05/03/2021,Snapchat,Campaign 66,Engagements,0,0,0,27.6,2104.430592,0
32099,05/03/2021,Snapchat,Campaign 67,Video Views,0,0,0,9.2,394.4320646,0
32100,05/03/2021,Snapchat,Campaign 68,Conversions,0,0,0,63.25,2973.910601,0
32101,05/03/2021,Snapchat,Campaign 69,Conversions,0,0,0,18.4,932.1175741,0
32102,05/03/2021,Snapchat,Campaign 70,Conversions,436084.6,1059.15,516.3569138,441.6,22417.71256,126401
32103,05/03/2021,Snapchat,Campaign 71,Conversions,3021485.85,0,2460.330693,319.7,14308.56462,875793
32104,05/03/2021,Snapchat,Campaign 73,Reach,244211.7,509.45,255.4924709,242.65,12516.58002,70786
32105,06/03/2021,Facebook Ads,Campaign 291,Reach,0,,0,13.8,608.1545,0
32106,06/03/2021,Facebook Ads,Campaign 292,Conversions,0,,0,1.15,101.959,0
32107,06/03/2021,Facebook Ads,Campaign 293,Conversions,0,,0,8.05,558.9575,0
32108,06/03/2021,Facebook Ads,Campaign 294,Conversions,1197620.35,1802.05,476.0885,156.4,7464.788,347136
32109,06/03/2021,Facebook Ads,Campaign 295,Reach,0,,0,2.3,74.6005,0
32110,06/03/2021,Facebook Ads,Campaign 297,Conversions,305997.75,3306.25,872.6775,79.35,4133.6635,88695
32111,06/03/2021,Facebook Ads,Campaign 299,Conversions,1024395.85,1317.9,1395.478999,577.3,28595.8885,296926
32112,06/03/2021,Facebook Ads,Campaign 301,Conversions,1710477.8,13897.75,4876.46,384.1,18927.229,495790
32113,06/03/2021,Facebook Ads,Campaign 303,Engagements,418833.45,1719.25,777.0895,64.4,2917.0785,121401
32114,06/03/2021,Facebook Ads,Campaign 304,Reach,313792.45,2751.95,740.5195,77.05,3739.0755,90954
32115,06/03/2021,Facebook Ads,Campaign 305,Video Views,109613.4,847.55,518.1555,36.8,1803.5565,31772
32116,06/03/2021,Google Ads,Campaign 513,Conversions,2159.7,892.4,22.333,20.58538525,913.7393144,626
32117,06/03/2021,Google Ads,Campaign 514,Video Views,16.1,5.75,0.345,0,0,4
32118,06/03/2021,Google Ads,Campaign 515,Engagements,999.35,47.15,20.0905,0,0,289
32119,06/03/2021,Google Ads,Campaign 517,Conversions,24904.4,3040.6,254.679,28.58167795,1428.194031,7218
32120,06/03/2021,Google Ads,Campaign 518,Conversions,1493.85,416.3,36.455,17.05650905,443.2388097,433
32121,06/03/2021,Google Ads,Campaign 519,Conversions,135.7,8.05,0.368,0,0,39
32122,06/03/2021,Google Ads,Campaign 520,Conversions,1688.2,192.05,38.111,0,0,489
32123,06/03/2021,Google Ads,Campaign 523,Conversions,865.95,171.35,64.86,2.2325686,21.84723275,251
32124,06/03/2021,Google Ads,Campaign 527,Reach,4368.85,495.65,143.934,2.73015175,114.0327826,1266
32125,06/03/2021,Google Ads,Campaign 528,Conversions,1821.6,121.9,59.2135,0,0,528
32126,06/03/2021,Google Ads,Campaign 529,Video Views,969199.3,11793.25,189.9892437,26.5175326,859.9406368,280927
32127,06/03/2021,Google Ads,Campaign 530,Conversions,241318.3,3379.85,198.4206332,14.90233595,626.2849323,69947
32128,06/03/2021,Google Ads,Campaign 534,Conversions,491.05,74.75,36.2365,3.774599,280.1219946,142
32129,06/03/2021,Google Ads,Campaign 541,Reach,310.5,21.85,2.806,0,0,90
32130,06/03/2021,Google Ads,Campaign 546,Engagements,3077.4,361.1,105.6505,0,0,892
32131,06/03/2021,Google Ads,Campaign 548,Engagements,1423.7,165.6,46.345,1.15,33.54251927,412
32132,06/03/2021,Google Ads,Campaign 549,Conversions,595.7,32.2,22.218,0,0,172
32133,06/03/2021,Google Ads,Campaign 550,Conversions,77.05,4.6,1.2075,0,0,22
32134,06/03/2021,Google Ads,Campaign 551,Conversions,4202.1,276,96.4045,0,0,1218
32135,06/03/2021,Google Ads,Campaign 625,Video Views,303067.55,3295.9,108.4141098,29.9,1282.233095,87845
32136,06/03/2021,Snapchat,Campaign 61,Conversions,0,0,0,8.05,417.083909,0
32137,06/03/2021,Snapchat,Campaign 66,Engagements,0,0,0,25.3,1059.500518,0
32138,06/03/2021,Snapchat,Campaign 67,Video Views,0,0,0,10.35,390.8152824,0
32139,06/03/2021,Snapchat,Campaign 68,Conversions,0,0,0,93.15,4402.465668,0
32140,06/03/2021,Snapchat,Campaign 69,Conversions,0,0,0,13.8,643.5008759,0
32141,06/03/2021,Snapchat,Campaign 70,Conversions,271953.15,691.15,301.5251344,460,22103.2163,78827
32142,06/03/2021,Snapchat,Campaign 71,Conversions,2057313.2,1.15,2363.029116,423.2,20990.00772,596322
32143,06/03/2021,Snapchat,Campaign 73,Reach,246933.75,530.15,264.6027605,334.65,17094.02534,71575
32144,07/03/2021,Facebook Ads,Campaign 294,Conversions,1059388.05,1480.05,420.0489989,216.2,10353.7605,307069
32145,07/03/2021,Facebook Ads,Campaign 297,Conversions,0,,0,49.45,2062.088,0
32146,07/03/2021,Facebook Ads,Campaign 299,Conversions,1036345.5,1530.65,1401.4705,853.3,39197.8535,300390
32147,07/03/2021,Facebook Ads,Campaign 301,Conversions,606965.4,3950.25,1488.767,261.05,13128.0435,175932
32148,07/03/2021,Facebook Ads,Campaign 302,Reach,75592.95,1293.75,239.062,2.3,71.093,21911
32149,07/03/2021,Facebook Ads,Campaign 303,Engagements,423156.3,1595.05,746.948,48.3,1824.5325,122654
32150,07/03/2021,Facebook Ads,Campaign 304,Reach,278467.9,2511.6,740.1975,70.15,3814.504,80715
32151,07/03/2021,Facebook Ads,Campaign 305,Video Views,122204.75,1281.1,501.1815,31.05,1038.956,35421
32152,07/03/2021,Google Ads,Campaign 514,Video Views,17.25,2.3,0.0575,0,0,5
32153,07/03/2021,Google Ads,Campaign 517,Conversions,23991.3,3040.6,252.8965,27.4390667,1396.846276,6954
32154,07/03/2021,Google Ads,Campaign 518,Conversions,1405.3,395.6,34.5,10.76100195,274.3332324,407
32155,07/03/2021,Google Ads,Campaign 519,Conversions,5.75,1.15,0.0115,0,0,1
32156,07/03/2021,Google Ads,Campaign 523,Conversions,898.15,175.95,76.222,0,0,260
32157,07/03/2021,Google Ads,Campaign 527,Reach,3842.15,446.2,158.4355,2.3,51.5991758,1113
32158,07/03/2021,Google Ads,Campaign 528,Conversions,2015.95,126.5,69.1265,0,0,584
32159,07/03/2021,Google Ads,Campaign 529,Video Views,983935.4,11771.4,203.6994184,31.9644248,1638.455521,285198
32160,07/03/2021,Google Ads,Campaign 530,Conversions,261327.15,3584.55,207.4361053,20.7361951,1170.315335,75747
32161,07/03/2021,Google Ads,Campaign 534,Conversions,503.7,87.4,41.1815,0,0,146
32162,07/03/2021,Google Ads,Campaign 541,Reach,10.35,0,0,0,0,3
32163,07/03/2021,Google Ads,Campaign 546,Engagements,1469.7,147.2,52.693,0,0,426
32164,07/03/2021,Google Ads,Campaign 548,Engagements,1181.05,115,44.367,0.116403,4.389711123,342
32165,07/03/2021,Google Ads,Campaign 549,Conversions,645.15,43.7,46.8165,0.01691075,1.342651509,187
32166,07/03/2021,Google Ads,Campaign 550,Conversions,13.8,0,0,0,0,4
32167,07/03/2021,Google Ads,Campaign 551,Conversions,5464.8,338.1,180.6995,0,0,1584
32168,07/03/2021,Google Ads,Campaign 625,Video Views,345187.45,3811.1,137.6742763,24.15,886.1964598,100054
32169,07/03/2021,Snapchat,Campaign 61,Conversions,0,0,0,1.15,49.2751287,0
32170,07/03/2021,Snapchat,Campaign 66,Engagements,0,0,0,28.75,761.8075157,0
32171,07/03/2021,Snapchat,Campaign 67,Video Views,0,0,0,0,0,0
32172,07/03/2021,Snapchat,Campaign 68,Conversions,0,0,0,77.05,3595.036981,0
32173,07/03/2021,Snapchat,Campaign 69,Conversions,0,0,0,16.1,877.6900453,0
32174,07/03/2021,Snapchat,Campaign 70,Conversions,0,0,0,108.1,5035.423427,0
32175,07/03/2021,Snapchat,Campaign 71,Conversions,1354118.1,0,2264.334973,288.65,13845.24139,392498
32176,07/03/2021,Snapchat,Campaign 72,Conversions,116394.95,1749.15,179.3437351,6.9,334.6736555,33737
32177,07/03/2021,Snapchat,Campaign 73,Reach,201217.8,517.5,250.5661135,424.35,19453.75751,58324
32178,08/03/2021,Facebook Ads,Campaign 294,Conversions,0,,0,82.8,3344.798,0
32179,08/03/2021,Facebook Ads,Campaign 297,Conversions,0,,0,26.45,1465.307,0
32180,08/03/2021,Facebook Ads,Campaign 299,Conversions,918066.85,1591.6,1282.1465,709.55,33338.2125,266106
32181,08/03/2021,Facebook Ads,Campaign 301,Conversions,614003.4,3808.8,1414.316,240.35,10295.49,177972
32182,08/03/2021,Facebook Ads,Campaign 302,Reach,198680.9,3292.45,679.5579988,55.2,2408.767,57588
32183,08/03/2021,Facebook Ads,Campaign 303,Engagements,413530.8,1504.2,674.728,64.4,2945.472,119864
32184,08/03/2021,Facebook Ads,Campaign 304,Reach,302109.6,2440.3,686.9985,95.45,4224.7205,87568
32185,08/03/2021,Facebook Ads,Campaign 305,Video Views,122149.55,1215.55,469.6255,39.1,1945.869,35405
32186,08/03/2021,Facebook Ads,Campaign 307,Conversions,234061.8,2692.15,550.1025,75.9,3062.8755,67844
32187,08/03/2021,Facebook Ads,Campaign 308,Conversions,358759.75,524.4,548.205,77.05,3482.913,103988
32188,08/03/2021,Google Ads,Campaign 514,Video Views,4223.95,1347.8,86.6295,32.5822876,1484.919538,1224
32189,08/03/2021,Google Ads,Campaign 517,Conversions,33175.2,4118.15,454.1695,36.5099884,1415.857221,9616
32190,08/03/2021,Google Ads,Campaign 518,Conversions,1274.2,377.2,39.077,8.9916821,277.5554546,369
32191,08/03/2021,Google Ads,Campaign 519,Conversions,4.6,1.15,0.023,0,0,1
32192,08/03/2021,Google Ads,Campaign 523,Conversions,929.2,186.3,94.0125,2.3,92.03102733,269
32193,08/03/2021,Google Ads,Campaign 527,Reach,3482.2,386.4,160.5975,0.0295987,0.392553977,1009
32194,08/03/2021,Google Ads,Campaign 528,Conversions,2048.15,111.55,88.274,0,0,593
